ID,Team Name,Section,Year,Medal Awarded,Other Award,Wiki Link,Outreach Category,Title,Summarized Description
197,NTU-Singapore,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:NTU-Singapore,Integrated Human Practice,interviewed doctors ,We interviewed seasoned and training doctors and asked them for their take on the future of gene editing.
198,NTU-Singapore,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:NTU-Singapore,Integrated Human Practice, medical experts can tell the story,"We hoped that medical experts can tell the story from a professional perspective as well as address concerns of the public, which can be their future patients."
199,NTU-Singapore,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:NTU-Singapore,Integrated Human Practice,"develop an efficient, modification-sensitive method for RNA sequencing","To realize faster, lower-cost transcriptome analysis, we decided to develop an efficient, modification-sensitive method for RNA sequencing."
200,NTU-Singapore,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:NTU-Singapore,Integrated Human Practice,engage with stakeholders about gene editing and educated the local public,"Firstly, not only did we actively engage with different stakeholders in our local community about gene editing and educated the local public to obtain meaningful opinions about their acceptance towards the technology, our engagement has been expanded to a much larger region outside Singapore. Moreover, as Singapore is the popular destination for medical tourism in Asia, we felt that it is important to reach out to as many citizens in the region about gene editing and hearing all of the different opinions. The feedback was indeed of thought-provoking and inspired us to further improve our research."
201,NTU-Singapore,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:NTU-Singapore,Integrated Human Practice,"Rigorous Study of Our Society				","Any conclusion drawn from the public must be rigorous, otherwise, a fallacious or oversimplified inference could lead the project to a wrong direction. We refused to comfortably accept the initial observations from our engagement as the audience that we interacted only constitutes a small demographic profile, and the sample size is too small to draw a convincing conclusion."
202,NTU-Singapore,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:NTU-Singapore,Integrated Human Practice,"the Heart of Our Project				","Ultimately, it is the people who will benefit from our research. As such, our human practice evolved our project to explore new solutions that better serve the need of the people."
203,NTU-Singapore,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:NTU-Singapore,Engagement & Outreach,"Event Summary				","We engaged about 200 students, teachers and parents by introducing our project and the implications of gene editing. We discussed some key issues on gene therapy via editing DNA and RNA."
204,NTU-Singapore,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:NTU-Singapore,Engagement & Outreach,"Our Takeaway				","As most of our work was based on DNA editing using CRISPR/Cas9, to better align with the public interest of desiring a safer approach to edit their genes, we started to explore ways for RNA editing. To gain a deeper understanding of public opinion, we decided to engage more with the public and to collect their opinions through a scientific survey."
205,Oxford,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Oxford,Integrated Human Practices, Overview ,"An important aspect of synthetic biology is the consideration of how the technology has applications in the context of the wider society. Our approach to human practices involved working with professionals, patients and the public to understand their opinions about various aspects of our project, and using this feedback to alter the design of our project and tailor our educational outreach activities. The focus of our work on human practices was to integrate four major themes: - Applied Design Our approach to applied design involved creating surveys and interviewing patients to analyse the unmet patient needs and the most important issues that require addressing to improve patients’ quality of life. Taking on the advice of professionals, we developed different designs of a kill switch and modeled the safety risks associated with our design."
206,Oxford,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Oxford,Integrated Human Practices, First Survey ,When we were first coming up with a project we involved the public by reaching out from our social media with a survey.
207,Oxford,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Oxford,Integrated Human Practices, Patient Consultation ,"After deciding on which issue we should work on we came across autoimmune diseases and believed current treatments are not sufficient. The main points we took away from the interviews are that patients seek treatments that reduce flare-ups, have fewer long term side effects and less of an impact on social life. We received 48 responses from members of the public suffering from autoimmune diseases from a range of age groups."
208,Oxford,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Oxford,Integrated Human Practices, Developing  our design ,Having received feedback from patients we learnt what was sought after in a novel treatment.
209,Oxford,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Oxford,Integrated Human Practices,Safety,"Patient interviews, surveys and consultations with specialists highlighted the need to incorporate a biosafety mechanism into our device. On top of this in order to encourage the use of GM probiotic treatments for a greater range of conditions."
210,Oxford,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Oxford,Integrated Human Practices,ATMP Classification,The classification of treatment is important in determining the right regulatory bodies you must go through. We believe the form can be used as a reference for others seeking classification of new types of medicinal therapy in the EU.
211,Oxford,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Oxford,Integrated Human Practices,Delivery,As a new type of medicinal product it is also important to determine how we can successfully deliver the device to the gut. We had been considering how our product would be delivered to the gut from early on the project. Surveys As well as consultation with specialists we conducted surveys with the public and members of the Oxford Biochemistry Department to gain an insight of how people would like to have treatments administered and why. We conducted two surveys with the aim of finding the preferred delivery method of the public.
212,Oxford,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Oxford,Education and Public Engagement,Overview,"Keeping in line with the principles of synthetic biology, we aimed to make our research accessible to all members of society through the development of a range of educational resources. Equally, these activities enabled us to assess the level of knowledge that the public have about synthetic biology, and discover their opinions about this emerging research field and, more specifically, our project."
213,Oxford,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Oxford,Education and Public Engagement,"
","In line with recommendations to develop “much-needed approachable synthetic biology web resources” in EraSynBio’s Strategic Vision 2014, we focused on generating online resources to act as accessible educational tools for school children and the public. The Oxford Scientist Blog is aimed at university students, staff and the general public to address current ideas in the science field as well as research that is being undertaken at the university. The blog article can be viewed: hereAdditionally, we wrote an article that featured in Phenotype Journal - a science magazine produced by Oxford University Biochemical Society - to explain our project and our involvement in the UK iGEM Meet Up."
214,Oxford,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Oxford,Education and Public Engagement,Long-term Education Plan,"Based on our outreach work, it was clear that the general public has an insufficient understanding of genetic engineering and are therefore unable to make truly informed decisions about using genetically engineered medical products. The public outreach events that we organised were successful at engaging individuals and increasing their level of understanding of these issues, although a more sustained approach will be needed to educate all members of the public and healthcare professionals. The Long-term Public Education Plan provides further guidance for how to maintain an open platform for the public and clinicians to express their concerns about using GM probiotics, thus ensuring that public concerns are understood and acted upon throughout the future."
215,Oxford,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Oxford,Education and Public Engagement, 'Meet the Experts' Session at Oxford University Museum of Natural History ,"On 15th September, we hosted a stall at the Museum of Natural History, Oxford for their 'Meet the Experts' exhibition - an scientific outreach event aimed at families."
216,Oxford,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Oxford,Education and Public Engagement, New Scientist Live ,"In September, we teamed up with Imperial iGEM to host an exhibition at New Scientist Live at the ExCel Centre, London. In addition to explaining our individual projects, we made an educational leaflet to improve understanding about synthetic biology, including common laboratory techniques, to distribute to the general public at the event."
217,Oxford,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Oxford,Education and Public Engagement,Social Media ,Reaching out to the public domain via social media platforms was an essential part to our project. We concentrated on promoting our team as being approachable and open to collaboration with the public and other research groups.
218,Pasteur Paris,Overgrad,2018,Gold,"Nominated for Best Product Design, Overgrad",http://2018.igem.org/Team:Pasteur_Paris,Integrated Human Practices,Interview with Dr. Benjamin Bouyer ,"Dr. Benjamin Bouyer’s main concern with our project was how we would be incorporating the biofilm inside the patient. Indeed, our biofilm would be capable of reducing the risk of infection by Staphylococcus aureus but would also be modified to induce the growth of nerves when needed, all this while conducting a signal."
219,Pasteur Paris,Overgrad,2018,Gold,"Nominated for Best Product Design, Overgrad",http://2018.igem.org/Team:Pasteur_Paris,Integrated Human Practices,"Interview with Dr. Eric DENES, Dr. Evelyn Poli and Dr. Christelle Arico ",Dr. Eric Denes is an infectious diseases specialist at the University Hospital of Limoges and is the scientific director of i. Dr. Evelyn Poli is a chemistry research and development engineer and Dr. Christelle Arico is a project manager at i.
220,Pasteur Paris,Overgrad,2018,Gold,"Nominated for Best Product Design, Overgrad",http://2018.igem.org/Team:Pasteur_Paris,Integrated Human Practices,Interview with Dr. Bernard Geffroy,"We contacted Dr. Bernard Geffroy to learn more about OLED and to see if we could integrate the technology he is currently working on inside the prosthesis. Dr. Bernard Geffroy did go along the sayings of Mr. Jean-Pascal Hons Olivier on our project, mentioning it as being a bit innovative for now on."
221,Pasteur Paris,Overgrad,2018,Gold,"Nominated for Best Product Design, Overgrad",http://2018.igem.org/Team:Pasteur_Paris,Integrated Human Practices,Contact with Cyril Cartron and Marion Liard,"Cyril Cartron and Marion Liard are two members of the Paris City Hall. Cyril Cartron works for the DICOM (Direction of Information and Communication) and deals with all events organized by the City Hall, especially sporting events."
222,Pasteur Paris,Overgrad,2018,Gold,"Nominated for Best Product Design, Overgrad",http://2018.igem.org/Team:Pasteur_Paris,Education and Public Engagement,Young Researchers in Life Sciences ,"The Young Researchers in Life Sciences (YRLS) is one of the most important conferences of spring. Young researchers presented their projects through scientific posters, like we did, and gave us some precious advices on the experiments to come."
223,Pasteur Paris,Overgrad,2018,Gold,"Nominated for Best Product Design, Overgrad",http://2018.igem.org/Team:Pasteur_Paris,Education and Public Engagement,ICOE Bordeaux ,"Few members of the team also participated in the 14th International Conference on Organic Electronics being held on June 18-22 in Bordeaux. ICOE brought together the most excellent researchers from the academy as well as industry to discuss fundamental aspects of organic semiconductors, demonstrate their vision of the road-map of organic electronics and to exchange ideas on future materials, technologies and applications."
224,Pasteur Paris,Overgrad,2018,Gold,"Nominated for Best Product Design, Overgrad",http://2018.igem.org/Team:Pasteur_Paris,Education and Public Engagement,Neural Networks – From brains to machines and vice versa ,"The use of neural networks is not confining inside new types of prosthesis. In parallel, new technologies for recording and manipulating biological neural networks allow us to probe the behavioral function of neuronal activity in unprecedented detail."
225,Pasteur Paris,Overgrad,2018,Gold,"Nominated for Best Product Design, Overgrad",http://2018.igem.org/Team:Pasteur_Paris,Education and Public Engagement,National Science Fair - Fête de la Science 2018,"The National Science Fair is held every year all over France to vulgarize science to children, teenagers, and families. To illustrate this, we used candies, origami DNA to allow children and the general public to understand the potential of synthetic biology."
226,Pasteur Paris,Overgrad,2018,Gold,"Nominated for Best Product Design, Overgrad",http://2018.igem.org/Team:Pasteur_Paris,Education and Public Engagement,Middle School Presentation ,This initiative was taken to vulgarize and spark vocations to middle schoolers. We also supervised them and showed them in a very concrete way what laboratory manipulations are by teaching them protein crystallization.
227,Pasteur Paris,Overgrad,2018,Gold,"Nominated for Best Product Design, Overgrad",http://2018.igem.org/Team:Pasteur_Paris,Education and Public Engagement,Seminar EvryBio ,"Organized by the 3rd year bachelor’s students of the University Evry-Val-d’Essonne, the event had the ambition to reunite public and private actors of research around vulgarized broad scientific themes. We were invited by the bachelor’s students to present our project NeuronArch during the day, in front of a hundred people crowd composed of high school students, researcher, and engineers."
228,Pasteur Paris,Overgrad,2018,Gold,"Nominated for Best Product Design, Overgrad",http://2018.igem.org/Team:Pasteur_Paris,Education and Public Engagement,Body and Prosthesis ,"We participated in the event Body and Prosthesis organized by UPMC Sorbonne University, in Paris. ADEPA stands for “Association de Défense et d’Etude des Personnes Amputés », which translates to « Association for the Defense and Study of Amputated People »."
229,Pasteur Paris,Overgrad,2018,Gold,"Nominated for Best Product Design, Overgrad",http://2018.igem.org/Team:Pasteur_Paris,Education and Public Engagement, Vulgarized video about our Kill-Switch dedicated to children ,"As we were working on the kill-switch of our device, we noticed that the concept of a ""kill-switch"" wasn't easy to understand, especially for the youngest."
230,Queens Canada,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:Queens_Canada,Education and Public Engagement,Science Rendezvous,"The Kingston Science Rendezvous is an annual event that showcases current research in science and engineering to the community. QGEM saw it as an excellent opportunity to connect with people from different ages and background, and we held a booth that presented some interesting science experiments and demonstrations. This was prepared by one of our volunteers and many were impressed by the anatomy of the fruit fly."
231,Queens Canada,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:Queens_Canada,Education and Public Engagement,Canadian Undergraduate Technology Conference (CUTC),"QGEM was invited to attend and participate in the annual Maker’s Fair at the Canadian Undergraduate Technology Conference hosted by the University of Waterloo. CUTC is Canada's largest technology conference for undergraduate students established to bring together creators, designers, engineers, entrepreneurs, budding scientists and young visionaries across the country."
232,Queens Canada,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:Queens_Canada,Education and Public Engagement,Science Quest,"Something our team has always been passionate about when it comes to synthetic biology is education. Although Science Rendezvous provided an opportunity to expose children of various ages to what our team does, and better explore the topic of DNA and cell biology, we were thrilled to partner up with Science Quest at Queen’s University for a more focused session. The second part of our lesson plan was to teach the basics about how DNA codes for different amino acids."
233,Queens Canada,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:Queens_Canada,Education and Public Engagement,SynBio Club,"QGEM has always had a focus to provide a high-quality research experience to its students and others in the Queen’s University community. We created a new series of synthetic biology presentations, each followed by a structured open discussion period. This was an excellent example of how synthetic biology applications can impact the field of medicine and even have the potential to serve as a basis for disease prevention and treatment plans. Here’s the paper we discussed: Engineered bacterial communication prevents Vibrio cholerae virulence in an infant mouse model Duan F and March JC. Proceedings of the National Academy of Sciences of the United States of America. Our third SynBio Club event took place on August 15th and was focused on the use of synthetic biology to create a live virus. Following the presentation on the paper, the group discussed whether this was a safety concern for the public, the dangers behind the ability to create a live virus, and the accessibility of DNA for synthetic biology practices."
234,RDFZ-China,High_school,2018,Gold,,http://2018.igem.org/Team:RDFZ-China,Education and Public Engagement,Club activity,"We organized a club dedicated to iGEM in our home school, The High School Affiliated To The Renmin University, called the Genehack Club, and it soon became the base for our public activities."
235,RDFZ-China,High_school,2018,Gold,,http://2018.igem.org/Team:RDFZ-China,Education and Public Engagement,Forum of community development,"Beyond this arena, on 21st June, we co-organized a forum of Biology Olympians and high school iGEMers from all over China, and discussed ways to promote the development of Chinese high school biology communities."
236,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integated human practices,"Station master
",We interviewed a Mumbai local Railway Station master Mr. Ganesh Swine at Sion station. Random spitting of paan is a major problem in Sion station as it is in proximity to a slum area where lack of awareness is huge.
237,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integated human practices,Deputy Commissioner - Government Officials,"Kiran Acharekar, Deputy Municipal Commissioner of Brihanmumbai Municipal Corporation (BMC) of zone 4. Special drives of anti-spitting has been carried out, BMC hires marshals who catch hold the person spitting paan in public places and fines them."
238,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integated human practices,Industry,Ajay bio-tech India ltd is a name associated with eco-friendly agro-input products essential for organic farming. Development of new biotechnology products through research is the main aim of the company.
239,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integated human practices, Cleaning agencies - Krystals ,"“We desire a liquid formulation, green certified chemical product will surely add cherry on the cake” Krystal Cleaning agency is a leading cleaning agency in India. We had a fruitful meeting with the managing committee of Krystal agency Head of Training department Miss. Aasawari Vadkar who gave us valuable feedback about our project . This advice helped us in eliminating the thought of making our product in solid or spray form."
240,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integated human practices,Social media,"""Smartly decide the time to start social media challenge"" To make common people realize and spread awareness about the depth of this social problem we decided to start with a social media challenge."
241,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integated human practices,Social media challenge,#PaanSePareshaan Social media is a powerful tool to engage primarily with current youth. The focus of the challenge was to make people realize the omnipresence of nasty paan stains.
242,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integated human practices,Street play and games,"Our another approach to engage with local public and create awareness was a street play. In a fast paced city like Mumbai, people seldom take out time for a social cause. We interacted with this gathering of people/devotees, conducted fun games relevant to our project and performed the skit in Ganesh pandal of Mulund."
243,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Education and Public Engagement,"Station master
",We interviewed a Mumbai local Railway Station master Mr. Ganesh Swine at Sion station. Random spitting of paan is a major problem in Sion station as it is in proximity to a slum area where lack of awareness is huge.
244,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Education and Public Engagement,Deputy Commissioner - Government Officials,"Kiran Acharekar, Deputy Municipal Commissioner of Brihanmumbai Municipal Corporation (BMC) of zone 4. Special drives of anti-spitting has been carried out, BMC hires marshals who catch hold the person spitting paan in public places and fines them."
245,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Education and Public Engagement,Industry,Ajay bio-tech India ltd is a name associated with eco-friendly agro-input products essential for organic farming. Development of new biotechnology products through research is the main aim of the company.
246,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Education and Public Engagement, Cleaning agencies - Krystals ,"“We desire a liquid formulation, green certified chemical product will surely add cherry on the cake” Krystal Cleaning agency is a leading cleaning agency in India. We had a fruitful meeting with the managing committee of Krystal agency Head of Training department Miss. Aasawari Vadkar who gave us valuable feedback about our project . This advice helped us in eliminating the thought of making our product in solid or spray form."
247,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Education and Public Engagement,Social media,"""Smartly decide the time to start social media challenge"" To make common people realize and spread awareness about the depth of this social problem we decided to start with a social media challenge."
248,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Education and Public Engagement,Social media challenge,#PaanSePareshaan Social media is a powerful tool to engage primarily with current youth. The focus of the challenge was to make people realize the omnipresence of nasty paan stains.
249,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Education and Public Engagement,Street play and games,"Our another approach to engage with local public and create awareness was a street play. In a fast paced city like Mumbai, people seldom take out time for a social cause. We interacted with this gathering of people/devotees, conducted fun games relevant to our project and performed the skit in Ganesh pandal of Mulund."
250,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integrated Human Practices,"Station master
",We interviewed a Mumbai local Railway Station master Mr. Ganesh Swine at Sion station. Random spitting of paan is a major problem in Sion station as it is in proximity to a slum area where lack of awareness is huge.
251,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integrated Human Practices,Deputy Commissioner - Government Officials,"Kiran Acharekar, Deputy Municipal Commissioner of Brihanmumbai Municipal Corporation (BMC) of zone 4. Special drives of anti-spitting has been carried out, BMC hires marshals who catch hold the person spitting paan in public places and fines them."
252,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integrated Human Practices,Industry,Ajay bio-tech India ltd is a name associated with eco-friendly agro-input products essential for organic farming. Development of new biotechnology products through research is the main aim of the company.
253,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integrated Human Practices, Cleaning agencies - Krystals ,"“We desire a liquid formulation, green certified chemical product will surely add cherry on the cake” Krystal Cleaning agency is a leading cleaning agency in India. We had a fruitful meeting with the managing committee of Krystal agency Head of Training department Miss. Aasawari Vadkar who gave us valuable feedback about our project . This advice helped us in eliminating the thought of making our product in solid or spray form."
254,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integrated Human Practices,Social media,"""Smartly decide the time to start social media challenge"" To make common people realize and spread awareness about the depth of this social problem we decided to start with a social media challenge."
255,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integrated Human Practices,Social media challenge,#PaanSePareshaan Social media is a powerful tool to engage primarily with current youth. The focus of the challenge was to make people realize the omnipresence of nasty paan stains.
256,Ruia-Mumbai,Undergrad,2018,Gold,Nominated for Best Integrated Human Practices,http://2018.igem.org/Team:Ruia-Mumbai,Integrated Human Practices,Street play and games,"Our another approach to engage with local public and create awareness was a street play. In a fast paced city like Mumbai, people seldom take out time for a social cause. We interacted with this gathering of people/devotees, conducted fun games relevant to our project and performed the skit in Ganesh pandal of Mulund."
257,SZU-China,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:SZU-China,Education and Public Engagement,Introduction,"This year, we developed an application, Biocampany, a software that is installed on the chat software WeChat (a software used by almost everyone in China). Besides, promoting a new application needs lots of work while WeChat is already a systematic and successful software."
258,SZU-China,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:SZU-China,Education and Public Engagement,Background,"A teacher from Yueliangwan Primary School subscribed our project and called us that because synthetic biology belongs to a new concept with great potential, he wanted to invite us to their primary school to give a popularization about cockroaches and synthetic biology, so that the students can contact with the new concept as soon as possible."
259,SZU-China,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:SZU-China,Education and Public Engagement,"
						Conclusion
					","With applet, we can do more education and public engagement like Yueliangwan Primary School Education and Public Engagement in Hunan Province."
260,Tec-Chihuahua,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Tec-Chihuahua,Education and Public Engagement,ERA for GMOs,"We explained him the project and what we were planning for our Human Practices.that could be obtained from them, but with this, we were able to contribute to Spanish-speaking people that there is a process behind the release of a biotechnological product to the environment."
261,Tec-Chihuahua,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:Tec-Chihuahua,Education and Public Engagement,XXVI International Apicola Update Congress 2019,introducing synthetic biology to professionals in this field.
262,TecCEM,Undergrad,2018,Gold,Nominated for Best Hardware,http://2018.igem.org/Team:TecCEM,Integrated Human Practices,Ph.D. Fernando Osobampo and Ph.D. Pablo Rodríguez Ferreyra,"The objective of our project is to aid people that have suffered from burn injuries and during the process, doctors have helped us with the understanding of the medicine involved. They informed us about the main problems in patients besides the pain."
263,TecCEM,Undergrad,2018,Gold,Nominated for Best Hardware,http://2018.igem.org/Team:TecCEM,Education and Public Engagement,UNIVERSUM,"Day one: Mexico has a deficit in science, the government only invests 1% of the GDP in this sector, but the public has a keen interest for new technologies and the improvement of synthetic biology and this was an excellent opportunity for us to inspire the desire to learn and move towards action. For the next day the activities that took place consisted in more didactic exercises to learn about biology and the structure of major skin cells."
264,TecCEM,Undergrad,2018,Gold,Nominated for Best Hardware,http://2018.igem.org/Team:TecCEM,Education and Public Engagement,Sol of Mexico Newsletter publication,"The Sol of Mexico is one of the most popular newspaper in the country since 1965 and haves millions of lectors each year. And we have the amazing pleasure that they wanted to make a note about TecTissue, where we were interviewed by Alejandro Suarez, one of the principal journalist of the paper, in order to explain how our project could be the future in treatment in burns and how is going to compete in the international competition iGEM."
265,Tsinghua-A,Undergrad,2018,Gold,,http://2018.igem.org/Team:Tsinghua-A,Education and Public Engagement," ""Glowing Bacteria"" Fluorescent Painting ","This section gained the most population all through the entire exhibition. I didn't know that E. coli can not only make me ill, but also be modified into cool biological sensors and used to create beautiful paintings!"
266,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,I. Finding a project,"Thanks to the TU/e Contest and various brainstorm sessions, we had settled on the living material project. We also reflected on the ethical consequences of our potential applications before settling on wound infections."
267,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,February & March ,"Initially, we considered a wide range of topics, from glucose sensors to solar energy, and from ocean clean-ups to artificial organs. As a source of inspiration, we consulted newspaper articles, checked the wiki pages of previous iGEM teams and talked to several professors at our university."
268,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,II. Finding an application,"Thanks to the TU/e Contest and various brainstorm sessions, we had settled on the living material project. We also reflected on the ethical consequences of our potential applications before settling on wound infections."
269,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,"May 16, 2018. Meeting Prof. Dr. Patricia Dankers","As we had decided to develop a living material, we wanted to speak to an expert in the field of biomaterials to ask for some feedback on the design and explore possible applications."
270,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,May Brainstorm sessions,"Inspired by the Dutch iGEM meet-up and by our participation in the TU/e Contest , we were determined to find an application relevant to society. During several brainstorm and literature sessions, we composed a list of possible applications."
271,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,"June 18, 2018. Kick-off Safe-by-Design Challenge: Skype with Korienke Smit and Niek Savelkoul (RIVM)",The Dutch National Institute for Public Health and the Environment (RIVM) challenged us to take part in their safe-by-design challenge.
272,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,"June 22, 2018. The final decision","We took the feedback received from Sandra Hofmann, during the Dutch Technology Week and earlier feedback from previous iGEM teams and experts into account to settle on the application we would be working on."
273,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,III. Shaping the design,"Once we had decided to focus on wound healing, there were many new questions to be answered by the Human Practices team. To collect answers to these questions and many more, we contacted several experts and stakeholders."
274,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,"August 21, 2018. Freshmen’s week @ TU/e ","During the introduction week for new students, we got the opportunity to promote iGEM at a fair."
275,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,"August 27, 2018. Burn wound center Maasstad Ziekenhuis","As several experts told us that our patch could have potential as a treatment of burn wounds, we wanted to know more about the options and requirements. This hospital in Rotterdam hosts one of the three Dutch centers specialized in the treatment of burn wounds."
276,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,"Oct 03, 2018 Visit to ‘Expertisecentrum wondzorg’ (expertise center wound care)","To get more insight into the treatment of wounds, we are not interested in treatments against infections, but also in general wound treatment. We therefore contacted the Expertise Center for Wound care in Oosterhout."
