School,Section,Year,Wiki hyperlink,Award,Outreach Category,Outreach Project,Project Tag,Audience,Goal,Description
BIT-China,Undergraduate,2015,http://2015.igem.org/Team:BIT-China,,Integrated Human Practices,Communicated with COFCO,"Consult Experts, Project Presentation",Vendors/Businesses,"Present iGEM Project, Promote Awareness of Synthetic Biology, Gain Information for iGEM Project",Visited COFCO Institute of Nutrition and Health to give presentation on project
BIT-China,Undergraduate,2015,http://2015.igem.org/Team:BIT-China,,Integrated Human Practices,Contribution to Newsletter of Amoy,Educational Material,"iGEM Teams, Scientific Community","Activism for iGEM Project, Promote Awareness of Synthetic Biology",Contributed a newsletter concerning the project to Xiamen University's Newsletter
BIT-China,Undergraduate,2016,http://2016.igem.org/Team:BIT-China,,Education and Public Engagement,BIT-China 2016 Questionnaires,Survey,"General Public, University Students, Scientific Community",Learn Public Opinion,Surveyed the general public's opinions on synthetic biology and the team's iGEM project using an internet questionnaire 
BIT-China,Undergraduate,2016,http://2016.igem.org/Team:BIT-China,,Education and Public Engagement,Conferences,Project Presentation,iGEM Teams,"Present iGEM Project, Discuss Ethics and Safety",Attended and presented at the Asia-Pacific Conference meetup. 
BIT-China,Undergraduate,2016,http://2016.igem.org/Team:BIT-China,,Education and Public Engagement,HP Union,Project Presentation,iGEM Teams,"Present iGEM Project, Networking, Discuss Ethics and Safety",Established a Wechat account to foster communication and discuss project ideas with other iGEM teams
BIT-China,Undergraduate,2016,http://2016.igem.org/Team:BIT-China,,Education and Public Engagement,Winter Camp,Teaching Activity,University Students,"Recruit iGEM Members, Educate on Synthetic Biology, Promote Awareness of Synthetic Biology",Ran a two month long winter camp that encouraged students to pursue synthetic biology 
BIT-China,Undergraduate,2015,http://2015.igem.org/Team:BIT-China,,Integrated Human Practices,Lectures and Winter Camp,Teaching Activity,"University Students, Scientific Community","Educate on Synthetic Biology, Promote Awareness of Synthetic Biology",Gave synthetic biology lectures promoting the iGEM competition and synthetic biology
BNU-China,Undergraduate,2016,http://2016.igem.org/Team:BNU-China,,Education and Public Engagement,CCiC Conference,"Conference/Panel Discussion, Project Presentation","iGEM Teams, University Students, Scientific Community","Present iGEM Project, Promote Awareness of Synthetic Biology",Attended the CCiC conference and present iGEM project
BNU-China,Undergraduate,2016,http://2016.igem.org/Team:BNU-China,,Integrated Human Practices,Interview with Hande Company,Consult Experts,Specialized Audience,Gain Information for iGEM Project,Conducted an interview with a biotechnology corporation to discuss their iGEM project
BNU-China,Undergraduate,2016,http://2016.igem.org/Team:BNU-China,,Integrated Human Practices,Interview with Peking University Medical College,Consult Experts,Specialized Audience,Gain Information for iGEM Project,Interviewed with a medical college and talked about synthetic biology's implication in cancer treatment
BNU-China,Undergraduate,2016,http://2016.igem.org/Team:BNU-China,,Integrated Human Practices,Survey ,Survey,General Public,Learn Public Opinion,"Conducted a survey of the general public on iGEM, synthetic biology, and Yew trees "
BNU-China,Undergraduate,2016,http://2016.igem.org/Team:BNU-China,,Integrated Human Practices,"Survey,Research","Survey, Consult Experts",Specialized Audience,Gain Information for iGEM Project,"Consulted with experts about yew trees, and practiced planting them"
BNU-China,Undergraduate,2016,http://2016.igem.org/Team:BNU-China,,Education and Public Engagement,Mini-iGEM,Teaching Activity,"iGEM Teams, University Students","Recruit iGEM Members, Educate on Synthetic Biology, Promote Awareness of Synthetic Biology",Hosted a mini iGEM competition to recruit team members 
BNU-China,Undergraduate,2016,http://2016.igem.org/Team:BNU-China,,Education and Public Engagement,Orienteering Game,Teaching Activity,University Students,Educate on Synthetic Biology,Created a game to promote understanding of synthetic biology
Bordeaux,Overgraduate,2015,http://2015.igem.org/Team:Bordeaux,,Integrated Human Practices,Cap Sciences,"Community Event, Conference/Panel Discussion","Scientific Community, Vendors/Businesses","Promote Awareness of Synthetic Biology, Learn Public Opinion",Met with representatives from Cap sciences to create the group ImagineLife composed of iGEM team members and other people interested in sciences
Bordeaux,Overgraduate,2015,http://2015.igem.org/Team:Bordeaux,,Integrated Human Practices,Interview with Mr. Faucher,Consult Experts,Scientific Community,Discuss Ethics and Safety,"Met with Mr. Jacques Faucher, a doctor and founder of the regional Ethics committee to discuss the importance of bioethics in the field of synthetic biology"
Bordeaux,Overgraduate,2015,http://2015.igem.org/Team:Bordeaux,,Integrated Human Practices,Contacting Vineyards,Consult Experts,Vendors/Businesses,Gain Information for iGEM Project,Attended the two largest wine assembles in Bordeaux to understand the effect that mildew has on wine producers
Bordeaux,Overgraduate,2015,http://2015.igem.org/Team:Bordeaux,,Integrated Human Practices,Lab Life,Educational Material,"General Public, Secondary School Students","Educate on Synthetic Biology, Promote Awareness of Synthetic Biology",Created a board game about sciences and laboratory life intended for everyone
Bordeaux,Overgraduate,2015,http://2015.igem.org/Team:Bordeaux,,Integrated Human Practices,Working with High School Students,Project Presentation,Secondary School Students,"Present iGEM Project, Promote Awareness of Synthetic Biology, Activism for iGEM Project","Gave a presentation on biotechnology at the high school ""Lycée Montesquieu"" in Bordeaux"
BostonU,Undergraduate,2016,http://2016.igem.org/Team:BostonU,,Education and Public Engagement,Interviews for Blog,Consult Experts,Scientific Community,Educate on Synthetic Biology,Attended mammalian synthetic biology conference and interviewed and reflected with a professor about patent in syn-bio.
BostonU,Undergraduate,2015,http://2015.igem.org/Team:BostonU,,Integrated Human Practices,Meeting Monsanto,Consult Experts,Vendors/Businesses,"Gain Information for iGEM Project, Present iGEM Project",Met with Bioinformatics Manager at Monsanto to discuss synthetic biology in industry
BostonU,Undergraduate,2016,http://2016.igem.org/Team:BostonU,,Education and Public Engagement,Synthetic Biology Intellectual Property Blog: BostonU,Educational Material,Scientific Community,Educate on Synthetic Biology,Created a blog about intellectual property rights
BostonU,Undergraduate,2016,http://2016.igem.org/Team:BostonU,,Education and Public Engagement,Bioethics Forum Scenarios,Educational Material,"iGEM Teams, Scientific Community",Discuss Ethics and Safety, Carried out two forums that discuss ethics in synthetic biology and consulted experts about science intergrety.
BostonU,Undergraduate,2015,http://2015.igem.org/Team:BostonU,,Integrated Human Practices,Mammalian SynBio,Educational Material,"iGEM Teams, Specialized Audience","Policy Outreach, Discuss Ethics and Safety",Determined potential solutions and obstacles to propose ways to implement mammalian synbio in iGEM
BostonU,Undergraduate,2016,http://2016.igem.org/Team:BostonU,,Education and Public Engagement,Summer Pathways High School Program,Teaching Activity,Secondary School Students,Discuss Ethics and Safety,Introduced STEM to high-schoolers and incorporate ideas of syn-bio in Martian Colonization in a forum
BostonU,Undergraduate,2016,http://2016.igem.org/Team:BostonU,,Education and Public Engagement,Bioethics Forums with University Students,Teaching Activity,University Students,Discuss Ethics and Safety,Led a forum to talk about bio-engineering with college students
BostonU,Undergraduate,2015,http://2015.igem.org/Team:BostonU,,Education and Public Engagement,Building with Biology at the Museum of Science Boston,"Teaching Activity, Community Event",General Public,"Promote Awareness of Synthetic Biology, Discuss Ethics and Safety",Ran exhibits and discussed big concepts in synthetic biology at the Museum of Science
BostonU,Undergraduate,2016,http://2016.igem.org/Team:BostonU,,Education and Public Engagement,Building with Biology Bioethics Forum,"Teaching Activity, Conference/Panel Discussion",General Public,Discuss Ethics and Safety,"Participated in ""Building with Biology"" event and led a discussion about bio-engineering in disease control"
BostonU,Undergraduate,2015,http://2015.igem.org/Team:BostonU,,Education and Public Engagement,Upward Bound Nanotechnology,"Teaching Activity, Open Lab",Secondary School Students,"Educate on Synthetic Biology, Promote Awareness of Synthetic Biology, Discuss Ethics and Safety",Invited area high school students participating in the Upward Bound Nanotechnology program to visit the lab for the day
BostonU HW,Undergraduate,2016,http://2016.igem.org/Team:BostonU%20HW,,Integrated Human Practices,NONA Research Foundation Partnership,Consult Experts,"Scientific Community, iGEM Teams",Networking,Established collaboration with NONA and present iGEM project to them
BostonU HW,Undergraduate,2016,http://2016.igem.org/Team:BostonU%20HW,,Integrated Human Practices,Ginkgo BioWorks Visit,Consult Experts,Vendors/Businesses,Gain Information for iGEM Project,Learned about tools to use in synthetic biology
BostonU HW,Undergraduate,2016,http://2016.igem.org/Team:BostonU%20HW,,Integrated Human Practices,Lab Central Visit,"Consult Experts, Project Presentation","Vendors/Businesses, Scientific Community","Gain Information for iGEM Project, Present iGEM Project, Networking",Presented project for small synthetic biology startups with a highlight on the field of microfluidics
BostonU HW,Undergraduate,2016,http://2016.igem.org/Team:BostonU%20HW,,Integrated Human Practices,Synthetic Biology Intellectual Property Blog: BostonU HW,Educational Material,General Public,Educate on Synthetic Biology,Posted blogs about intellectual property in syn-bio
BostonU HW,Undergraduate,2016,http://2016.igem.org/Team:BostonU%20HW,,Education and Public Engagement,Summer Pathways,Teaching Activity,Specialized Audience,"Educate on Synthetic Biology, Discuss Ethics and Safety",Taught about synthetic biology and electrical engineering principles to high-schoolers and discussed colonizing Mars
BostonU HW,Undergraduate,2016,http://2016.igem.org/Team:BostonU%20HW,,Education and Public Engagement,Building with Biology,"Teaching Activity, Community Event",General Public,"Promote Awareness of Synthetic Biology, Learn Public Opinion, Discuss Ethics and Safety",Taught science in NONA to the public 
Brasil-USP,Overgraduate,2015,http://2015.igem.org/Team:Brasil-USP,,Education and Public Engagement,São Carlos 8,"Community Event, Teaching Activity",Primary School Students,Activism for iGEM Project,Organized a play to be presented to children in order to raise awareness of dengue danger and transmission
Brasil-USP,Overgraduate,2015,http://2015.igem.org/Team:Brasil-USP,,Integrated Human Practices,ANIP,Consult Experts,Vendors/Businesses,Gain Information for iGEM Project,Visited ANIP's office to present project idea to experts on tire recycling
