Schools,Section,Years,Wiki hyperlinks,Award,Outreach Category,Event Names,Project Tags,Audiences,Goals,Descriptions
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,Nominated for Best Education and Public Engagement,Integrated Human Practices,Popularization,Consult Experts,General Public,Gain Information for iGEM Project,"As it is probably one of the most important aspect of our project, since it directly applies to the Public life style, we decided to create different tools for the people to understand better, and make their own point of view of our project."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,Nominated for Best Education and Public Engagement,Integrated Human Practices,Answering questions from the survey and social networks feedback through the comic book,Survey,General Public,"Learn Public Opinion, Gain Information for iGEM Project","Through social networks and our survey, people asked us a lot of questions about our project."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,Nominated for Best Education and Public Engagement,Integrated Human Practices,What’s next?,"Consult Experts, Educational Material",General Public,Gain Information for iGEM Project,"Indeed, Minskiga did, and is still doing a very hard work on the project, and we are proud of it."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,Nominated for Best Education and Public Engagement,Integrated Human Practices,Antibodies Risk,Educational Material,General Public,Gain Information for iGEM Project,"Among our spermicidal molecules, we used the antibody YLP20 and the antingen YLP12 that can cause infertility in women and men. So, with recent advances in the fields of vaccinology, adjuvants, and nanotechnology it should be possible to realise a CV [3].However, if we can create a CV, we can create a virus."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,Nominated for Best Education and Public Engagement,Education and Public Engagement,Events,"Project Presentation, Community Event",General Public,"Promote Awareness of Synthetic Biology, Present iGEM Project",During our project we participated in different events with the goal of popularizing synthetic biology and presenting our project to the public.
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,Nominated for Best Education and Public Engagement,Education and Public Engagement,Presentation to our scientific peers: Feedback from the community,Project Presentation,Scientific Community,Present iGEM Project,"Before and after the bulk of our wet lab research during the summer, we presented our project to our colleagues at our host institution, the Centre de Biochimie Structurale (Center for Structural Biology) in Montpellier, for feedback. Additionally, we presented at the end of the summer to the DGIMI lab (Diversity Genomes & Insect Microorganisms Interactions, INRA) to further refine our scientific presentation skills and to obtain additional feedback from scientists in a broad range of sub-disciplines."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,Nominated for Best Education and Public Engagement,Education and Public Engagement,Fête de la Science,"Teaching Activity, Community Event",General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","On October 5th and 6th, we participated in the ‘Fête de la science’ at the Faculty of Education at the University of Montpellier, a large, annual nationwide event to promote interaction between the public and the scientific community. While we enjoyed explaining our project and synthetic biology to the community (Figure 3), we were incredibly impressed the number of thoughtful questions we received and the depth of curiosity people showed about synthetic biology."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,Nominated for Best Education and Public Engagement,Education and Public Engagement,Organizing High School-Level Lecture and Lab Practical,Teaching Activity,Secondary School Students,Education on Synthetic Biology,"In collaboration with the iGEM team from the Sorbonne University, we also organized and participated in two lectures for a high school class, with a corresponding lab practical. In the first class, we presented an overview lecture about DNA and mutations with a hands-on practical lab component (Figure 4)."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,Nominated for Best Education and Public Engagement,Education and Public Engagement,Art,Consult Experts,General Public,Gain Information for iGEM Project,"As our project concerns an important aspect of society that, nevertheless, is considered taboo in certain cultures and communities, we wanted to use the humanizing power of several artistic endeavors to further cultivate a collective conversation about our project. We deliberately sought out non-scientific artists in the community to help us with so that they might provide a unique perspective to help us bridge the gap between ourselves and members of the community."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,Nominated for Best Education and Public Engagement,Education and Public Engagement,“Spotlight”: A local popularization event,Community Event,General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","In collaboration with our Art in Education series, we organized an event with a local art association called “Weven”. Artists picked one of more of the following prompts and are creating a piece."
Montpellier,Overgraduate,2018,http://2018.igem.org/Team:Montpellier,Nominated for Best Education and Public Engagement,Education and Public Engagement,Comic Book: Synthetic Biology & the Vaginal Microbiota,Educational Material,General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","With the help of the artist Minskiga (@Minskiga on Instagram), we created a comic book with two objectives in mind:Minskiga is an art school student without any formal education in biology, and therefore will have her own reactions to and perception of scientific ideas, which is precisely the perspective we were looking for. For example, we worked with Minskiga to provide a definition of synthetic biology (Figure 10).This page is the result of fruitful discussions with the artist, with the aim of entertaining the public and educating them in the fundamentals of synthetic biology."
Nanjing-China,Undergraduate,2018,http://2018.igem.org/Team:Nanjing-China,,Integrated Human Practices,Xiaohe Bei Village ,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"We visited farmers in Xiaohe Bei Village, Ju County, Rizhao City, Shandong Province, so that we could communicate with the users, direct stakeholders, of nitrogenous fertilizer. During the conversation with them, we were informed that the nitrogenous fertilizer sold on the market is of high cost, and the quality of it couldn’t be guaranteed."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Integrated Human Practices,Developing Project ,Consult Experts,"Specialized Audience, Scientific Community",Gain Information for iGEM Project,"Based on Google Trends and our interests, we chose medical care, the hottest issue of recent society, as the field of our research, and cancer attracted our attention as the most concerned area in medical field. Recombinant CARs rely on the antigen but not on the presentation of MHC, effectively avoiding the immune escape mechanism of MHC down-regulation Cytokine storm refers to a variety of cytokines in body fluids such as TNF-α, IL-1, IL-6, IL-12, IFN-α, IFN-β, IFN-γ, and MCP."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Integrated Human Practices, Improving Project,Consult Experts,"General Public, Scientific Community",Gain Information for iGEM Project,"In order to solve the experimental problems coming out with the progress of our research projects, we came to Shanghai Institute of Biological Sciences (SIBS), Chinese Academy of Sciences (CAS) to conduct some interviews. This also plays an important role in education & public engagement. Wang Hongyan new mechanisms of inflammation regulated by immunocytes and inflammation-related diseases Prof. Secondly, we thoroughly reviewed the relevant works and scientific research results of these researchers, prepared the interviews in a targeted manner, and intended to ask them questions about their research directions. If we replace the upstream extracellular domain of our subject with EGFR antibodies, our design can accurately identify EGFR with different densities on the cell membrane surface, and judge whether the cells change according to the density of EGFR, thus realizing the recognition of cancer cells."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Integrated Human Practices, Application Research: Bigger Picture,Consult Experts,Scientific Community,Gain Information for iGEM Project,"As the work progresses, we recognize that our system can convert the external fluctuation signals into simple 0 and 1 signals to realize the function of the analog-to-digital converter. If we can convert the expression signals into electrical signals through light sensing elements in the future, we can realize the image displayed on our LOGO ——converting biological information into electronic information, making the machine biological and making biology engineering. By adjusting the types of downstream promoters and recombinases, the system threshold can be adjusted."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, Origin of Our Work,Consult Experts,General Public,Gain Information for iGEM Project,"With the progress of the project in the laboratory, we have also learned that the public do not have sufficient knowledge of cancer, cancer treatment and new cancer therapy."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, Society Cognition,Survey,General Public,"Learn Public Opinion, Gain Information for iGEM Project","We investigated the public in the streets to understand the public's awareness of scientific knowledge. People have a low level of scientific knowledge about cancer, and almost no knowledge of new cancer therapies.2. Middle-aged and elderly people pay attention to health knowledge."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, Access to Knowledge,Consult Experts,Scientific Community,Gain Information for iGEM Project,"In order to gain authoritative scientific knowledge about cancer, which will be used for publicity, we interviewed several researchers who have made great achievements in the field of cancer treatment working in SIBS."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, Larger Influence & Further Vision,Educational Material,General Public,Promote Awareness of Synthetic Biology,"Nanjing Daily, a local newspaper with many readers, reported our work on popularizing scientific knowledge to the general public."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, Middle School: Enlightenment,Teaching Activity,Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","Synthetic biology, as a new branch of biology, is very useful and powerful. Middle school students, with creativity and knowledge, are who we want to enlighten with knowledge of synthetic biology. After the event, we exchanged ideas with the school officers."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, College: Professional,Teaching Activity,Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","Compared with our education activity in middle school, our education activity in college is more professional and more targeted."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, Nanjing iGEM Seminar,Teaching Activity,University Students,Gain Information for iGEM Project,"At the end of May, we participated in an exchange meeting hosted by Nanjing University."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, 6th Asia-Pacific Conference,Project Presentation,iGEM Teams,"Present iGEM Project, Gain Information for iGEM Project","We participated Asia-Pacific Conference held by National Chungtsing University from 30th July to 3th August. During this five days' meeting, all teams present their projects by PowerPoint slides and show us their posters."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, CCiC,Conference/Panel Discussion,iGEM Teams,"Present iGEM Project, Gain Information for iGEM Project",We attended the 5th Conference of China iGEMer Community (CCiC) held by ShanghaiTech University from August 28 to August 30. The experience of IGEM predecessors such as Haoqian Zhang in participating in the competition is of great significance for us to participate in the competition in Boston.
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Integrated Human Practices, Sliver,Consult Experts,"Specialized Audience, Scientific Community",Gain Information for iGEM Project,"To establish an element with the function of analog-to-digital converter, our project can be used not only in EGFR targeted cancer monitoring and treatment, but also in other disease treatment, environmental pollution monitoring, and any other occasions which involve monitoring and “ all or nothing” corresponding. Through human practice, we learned about CAR-T, the latest cancer immunotherapy, and learned in detail about its ins and outs, including its side effects, cytokine storms."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Integrated Human Practices, Gold,Consult Experts,iGEM Teams,Gain Information for iGEM Project,"Human practice team brought CAR-T to our team, and we designed our project in order to weaken cytokine storm. We demonstrated how our project can be used in these fields and received feedbacks.(More related works have been shown in integrated human practice.)"
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Integrated Human Practices, Education & Public Engagement,Teaching Activity,General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology",Our purpose of benefitting the world by using synthetic biology requires us to spread scientific knowledge to the general public to eliminate their misunderstanding in the field of cancer.
NCKU Tainan,Undergraduate,2018,http://2018.igem.org/Team:NCKU_Tainan,Nominated for Best Hardware,Integrated Human Practices,Professor,Consult Experts,"Scientific Community, Professors",Gain Information for iGEM Project,"In order to complete our project, there are lots of theoretical knowledges we have to understand first."
NEFU China,Undergraduate,2018,http://2018.igem.org/Team:NEFU_China,Nominated for Best Information Processing Project,Integrated Human Practices,Suggestion From Professor,Consult Experts,Professors,Gain Information for iGEM Project,"We discussed with Professor Yuhua Li, when we wanted to choose a chemical agent to induce the expression of Bax (BCL2 Associated X, Apoptosis Regulator) gene, Professor Li suggested that we could use the α-factor to induce the pFig2c promoter to initiate the expression of Bax suicide gene."
NEFU China,Undergraduate,2018,http://2018.igem.org/Team:NEFU_China,Nominated for Best Information Processing Project,Integrated Human Practices,Applications,Consult Experts,General Public,Gain Information for iGEM Project,"Through communication with experts from the National Secrecy Bureau of Heilongjiang Province in China, we learned that if our system can be used in the encryption industry, we should be as rigorous as possible in our biological principles."
NEFU China,Undergraduate,2018,http://2018.igem.org/Team:NEFU_China,Nominated for Best Information Processing Project,Integrated Human Practices,Outreach,Teaching Activity,General Public,"Education on Synthetic Biology, Gain Information for iGEM Project","Player self-report Player Feng Yang As a student who is not major in biology, synthetic biology is so far for me, but this mini-game opens the door to a new world for me. Through the player's self-report, we know that our small game really allows players to learn the biological knowledge of our project, and experience the difficulties of cracking our system. At the same time, their suggestions also let us know the shortcomings of our case."
NEFU China,Undergraduate,2018,http://2018.igem.org/Team:NEFU_China,Nominated for Best Information Processing Project,Integrated Human Practices,Social,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"Our project is about the storage, encryption and transportation of information, so we decided to interview relevant experts and potential users for their advice to optimize our project. National Institutions The National Secrecy Bureau of Heilongjiang Province in China First of all, we explained the principles and innovations of our case to the experts, and put forward an issue: how can we avoid violent cracking?"
NEU China A,Undergraduate,2018,http://2018.igem.org/Team:NEU_China_A,,Integrated Human Practices, Human Practice ,Survey,"Specialized Audience, General Public","Learn Public Opinion, Gain Information for iGEM Project","This is NEU_China's third trip to iGEM, and the members of team A are mostly major in biomedical. Awareness of intestinal diseases and IBD is low in some developed regions. Young people lack intestinal health awareness When asked if they would take care of their gut health in their daily lives, nearly 80 percent of the participants said they would not take care of their gut health. Most people do not know about bacterial therapy Finally, we asked the participants to talk about their acceptance of our proposed treatment. Those who fully accept and reject are in the minority, and most people hold a neutral attitude. Ⅰ. Public understanding for the intestinal disease and IBD is insufficient, we need to do some of the other more popular science activities to publicize the relevant information, improve the awareness of the public. The 64-year-old patient was diagnosed with ulcerative colitis in 2016. Through the visit, we learned that: Ⅰ. Ulcerative colitis seriously affected her life. She had chronic abdominal pain and diarrhea, poor energy, and inconvenient use of the toilet. When coming on, defecate is accompanied with hematic frequently, a dietary difficulty made her complement nutrition with fluid food only. Ⅱ. The illness comes up repeatedly and the treatment cycle is long as well as expensive. The financial and mental burden of an inflammatory bowel disease patient is enormous."
NEU China A,Undergraduate,2018,http://2018.igem.org/Team:NEU_China_A,,Integrated Human Practices, Integrated HP ,Consult Experts,"Specialized Audience, Scientific Community",Gain Information for iGEM Project,"After completing our survey of youth groups, we consulted professor Sheng finished his Ph.D. degree at the University of Illinois at Chicago and a post-doctoral degree at Harvard Medical School. Expensive biologics are not covered, and patients rely on ordinary anti-inflammatory drugs. It will be very meaningful if our therapy can be applied effectively in clinical practice. While communicating with the SJTU-BioX-shanghai team, we learned about another pathway of perceived nitric oxide-mediated by the promoter PyeaR. We wanted to compare the performance differences between the promoter PyeaR they used and the promoter PnorV we used later. Through this meeting, we made a lot of friends and got a lot of useful advice. With such an issue in mind, we visited pharmaceutical companies. We will construct an organization aiming to learn more about IBD and other intestinal disease,and to devoted ourselves into the cause of provoking people's awareness of these diseases."
NTNU Trondheim,Overgraduate,2018,http://2018.igem.org/Team:NTNU_Trondheim,"Nominated for Best Measurement, Overgrad",Integrated Human Practices,Marthe Lind Kroknes,Consult Experts,Scientific Community,Gain Information for iGEM Project,
NTNU Trondheim,Overgraduate,2018,http://2018.igem.org/Team:NTNU_Trondheim,"Nominated for Best Measurement, Overgrad",Integrated Human Practices,Summary of Interview,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"We interviewed Kåre Bergh, professor at «Institute of Clinical and Molecular Medicine» at St. Olavs Hospital in Trondheim, Norway. In our interview, Kåre gave us interesting and detailed insights regarding prosthetics operations and the risk of bacterial contamination during the operation. This makes it difficult to diagnose and the biofilm would have to be discovered, removed and grown in the lab to be able to identify the bacteria. There is no revolutionary way to treat biofilm on prostheses. He questioned the protocols reliability and found a new protocol which he found more reliable (See Protocols -> Crystal Violet)."
NTNU Trondheim,Overgraduate,2018,http://2018.igem.org/Team:NTNU_Trondheim,"Nominated for Best Measurement, Overgrad",Integrated Human Practices,Sven Even Borgos,Consult Experts,Scientific Community,Gain Information for iGEM Project,Senior Research Scientist at the Department of Biotechnology and Nanomedicine at SINTEF Industry
NTNU Trondheim,Overgraduate,2018,http://2018.igem.org/Team:NTNU_Trondheim,"Nominated for Best Measurement, Overgrad",Integrated Human Practices,Hanne Tobiassen,Consult Experts,Vendors/Businesses,Gain Information for iGEM Project,"Quality Manager at SalMar, World leading Salmon Production Company"
NTNU Trondheim,Overgraduate,2018,http://2018.igem.org/Team:NTNU_Trondheim,"Nominated for Best Measurement, Overgrad",Education and Engangement,Byavisa Drammen ,Educational Material,General Public,Present iGEM Project,Hege Hetland Pedersen was interviewed by Byavisa Drammen (the local newspaper in Drammen) in June.
NTNU Trondheim,Overgraduate,2018,http://2018.igem.org/Team:NTNU_Trondheim,"Nominated for Best Measurement, Overgrad",Education and Engangement, The Science Fair,"Community Event, Fair Booth","General Public, Primary School Students","Education on Synthetic Biology, Promote Awareness of Synthetic Biology","The Science Fair (Forskningstorget) is an annual event arranged at the NTNU museum of Science, this year 21-22.September."
NTNU Trondheim,Overgraduate,2018,http://2018.igem.org/Team:NTNU_Trondheim,"Nominated for Best Measurement, Overgrad",Education and Engangement,Researcher's Night,Teaching Activity,Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology",On the evening of 28th September 2018 the annual Researcher's Night was held at our university NTNU.
NTNU Trondheim,Overgraduate,2018,http://2018.igem.org/Team:NTNU_Trondheim,"Nominated for Best Measurement, Overgrad",Education and Engangement,Social Media,Social Media,General Public,Promote Awareness of Synthetic Biology,We have also had social media accounts via Facebook and Instagram to update those who are interested.
NTU-Singapore,Overgraduate,2018,http://2018.igem.org/Team:NTU-Singapore,"Nominated for Best New Basic Part, Overgrad",Integrated Human Practice,expanding the use of truncated dCas9 system,Teaching Activity,General Public,"Education on Synthetic Biology, Gain Information for iGEM Project","Our project started from expanding the use of truncated dCas9 system we developed last year, a compact dCas9-VPR domain with its binding efficiency retained to facilitate gene activation. To expand it further, we planned to fuse this truncated Cas9 protein with DNA base editors to perform efficient DNA base change with a small protein size, potentially useful for gene editing."
NTU-Singapore,Overgraduate,2018,http://2018.igem.org/Team:NTU-Singapore,"Nominated for Best New Basic Part, Overgrad",Integrated Human Practice,interviewed doctors ,Consult Experts,General Public,Gain Information for iGEM Project,We interviewed seasoned and training doctors and asked them for their take on the future of gene editing.
NTU-Singapore,Overgraduate,2018,http://2018.igem.org/Team:NTU-Singapore,"Nominated for Best New Basic Part, Overgrad",Integrated Human Practice, medical experts can tell the story,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"We hoped that medical experts can tell the story from a professional perspective as well as address concerns of the public, which can be their future patients."
NTU-Singapore,Overgraduate,2018,http://2018.igem.org/Team:NTU-Singapore,"Nominated for Best New Basic Part, Overgrad",Integrated Human Practice,"develop an efficient, modification-sensitive method for RNA sequencing","Consult Experts, Educational Material",Scientific Community,Gain Information for iGEM Project,"To realize faster, lower-cost transcriptome analysis, we decided to develop an efficient, modification-sensitive method for RNA sequencing."
NTU-Singapore,Overgraduate,2018,http://2018.igem.org/Team:NTU-Singapore,"Nominated for Best New Basic Part, Overgrad",Integrated Human Practice,engage with stakeholders about gene editing and educated the local public,Consult Experts,General Public,Gain Information for iGEM Project,"Firstly, not only did we actively engage with different stakeholders in our local community about gene editing and educated the local public to obtain meaningful opinions about their acceptance towards the technology, our engagement has been expanded to a much larger region outside Singapore. Moreover, as Singapore is the popular destination for medical tourism in Asia, we felt that it is important to reach out to as many citizens in the region about gene editing and hearing all of the different opinions. The feedback was indeed of thought-provoking and inspired us to further improve our research."
NTU-Singapore,Overgraduate,2018,http://2018.igem.org/Team:NTU-Singapore,"Nominated for Best New Basic Part, Overgrad",Integrated Human Practice,"Rigorous Study of Our Society				",Survey,General Public,"Learn Public Opinion, Gain Information for iGEM Project","Any conclusion drawn from the public must be rigorous, otherwise, a fallacious or oversimplified inference could lead the project to a wrong direction. We refused to comfortably accept the initial observations from our engagement as the audience that we interacted only constitutes a small demographic profile, and the sample size is too small to draw a convincing conclusion."
NTU-Singapore,Overgraduate,2018,http://2018.igem.org/Team:NTU-Singapore,"Nominated for Best New Basic Part, Overgrad",Integrated Human Practice,"the Heart of Our Project				",Consult Experts,General Public,Gain Information for iGEM Project,"Ultimately, it is the people who will benefit from our research. As such, our human practice evolved our project to explore new solutions that better serve the need of the people."
NTU-Singapore,Overgraduate,2018,http://2018.igem.org/Team:NTU-Singapore,"Nominated for Best New Basic Part, Overgrad",Engagement & Outreach,"Event Summary				",Teaching Activity,General Public,Gain Information for iGEM Project,"We engaged about 200 students, teachers and parents by introducing our project and the implications of gene editing. We discussed some key issues on gene therapy via editing DNA and RNA."
NTU-Singapore,Overgraduate,2018,http://2018.igem.org/Team:NTU-Singapore,"Nominated for Best New Basic Part, Overgrad",Engagement & Outreach,"Our Takeaway				",Survey,General Public,Learn Public Opinion,"As most of our work was based on DNA editing using CRISPR/Cas9, to better align with the public interest of desiring a safer approach to edit their genes, we started to explore ways for RNA editing. To gain a deeper understanding of public opinion, we decided to engage more with the public and to collect their opinions through a scientific survey."
Oxford,Undergraduate,2018,http://2018.igem.org/Team:Oxford,Nominated for Best Entrepreneurship,Integrated Human Practices, Overview ,"Survey, Consult Experts","Specialized Audience, General Public",Gain Information for iGEM Project,"An important aspect of synthetic biology is the consideration of how the technology has applications in the context of the wider society. Our approach to human practices involved working with professionals, patients and the public to understand their opinions about various aspects of our project, and using this feedback to alter the design of our project and tailor our educational outreach activities. The focus of our work on human practices was to integrate four major themes: - Applied Design Our approach to applied design involved creating surveys and interviewing patients to analyse the unmet patient needs and the most important issues that require addressing to improve patients’ quality of life. Taking on the advice of professionals, we developed different designs of a kill switch and modeled the safety risks associated with our design."
Oxford,Undergraduate,2018,http://2018.igem.org/Team:Oxford,Nominated for Best Entrepreneurship,Integrated Human Practices, First Survey ,Survey,General Public,"Learn Public Opinion, Gain Information for iGEM Project",When we were first coming up with a project we involved the public by reaching out from our social media with a survey.
Oxford,Undergraduate,2018,http://2018.igem.org/Team:Oxford,Nominated for Best Entrepreneurship,Integrated Human Practices, Patient Consultation ,"Survey, Consult Experts",Specialized Audience,Gain Information for iGEM Project,"After deciding on which issue we should work on we came across autoimmune diseases and believed current treatments are not sufficient. The main points we took away from the interviews are that patients seek treatments that reduce flare-ups, have fewer long term side effects and less of an impact on social life. We received 48 responses from members of the public suffering from autoimmune diseases from a range of age groups."
Oxford,Undergraduate,2018,http://2018.igem.org/Team:Oxford,Nominated for Best Entrepreneurship,Integrated Human Practices, Developing  our design ,Consult Experts,Specialized Audience,Gain Information for iGEM Project,Having received feedback from patients we learnt what was sought after in a novel treatment.
Oxford,Undergraduate,2018,http://2018.igem.org/Team:Oxford,Nominated for Best Entrepreneurship,Integrated Human Practices,Safety,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"Patient interviews, surveys and consultations with specialists highlighted the need to incorporate a biosafety mechanism into our device. On top of this in order to encourage the use of GM probiotic treatments for a greater range of conditions."
Oxford,Undergraduate,2018,http://2018.igem.org/Team:Oxford,Nominated for Best Entrepreneurship,Integrated Human Practices,ATMP Classification,Consult Experts,Specialized Audience,Gain Information for iGEM Project,The classification of treatment is important in determining the right regulatory bodies you must go through. We believe the form can be used as a reference for others seeking classification of new types of medicinal therapy in the EU.
Oxford,Undergraduate,2018,http://2018.igem.org/Team:Oxford,Nominated for Best Entrepreneurship,Integrated Human Practices,Delivery,"Survey, Consult Experts","Specialized Audience, General Public","Learn Public Opinion, Gain Information for iGEM Project",As a new type of medicinal product it is also important to determine how we can successfully deliver the device to the gut. We had been considering how our product would be delivered to the gut from early on the project. Surveys As well as consultation with specialists we conducted surveys with the public and members of the Oxford Biochemistry Department to gain an insight of how people would like to have treatments administered and why. We conducted two surveys with the aim of finding the preferred delivery method of the public.
Oxford,Undergraduate,2018,http://2018.igem.org/Team:Oxford,Nominated for Best Entrepreneurship,Education and Public Engagement,Overview,Teaching Activity,General Public,Education on Synthetic Biology,"Keeping in line with the principles of synthetic biology, we aimed to make our research accessible to all members of society through the development of a range of educational resources. Equally, these activities enabled us to assess the level of knowledge that the public have about synthetic biology, and discover their opinions about this emerging research field and, more specifically, our project."
Oxford,Undergraduate,2018,http://2018.igem.org/Team:Oxford,Nominated for Best Entrepreneurship,Education and Public Engagement,"
",Educational Material,General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","In line with recommendations to develop “much-needed approachable synthetic biology web resources” in EraSynBio’s Strategic Vision 2014, we focused on generating online resources to act as accessible educational tools for school children and the public. The Oxford Scientist Blog is aimed at university students, staff and the general public to address current ideas in the science field as well as research that is being undertaken at the university. The blog article can be viewed: hereAdditionally, we wrote an article that featured in Phenotype Journal - a science magazine produced by Oxford University Biochemical Society - to explain our project and our involvement in the UK iGEM Meet Up."
Oxford,Undergraduate,2018,http://2018.igem.org/Team:Oxford,Nominated for Best Entrepreneurship,Education and Public Engagement,Long-term Education Plan,Survey,General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","Based on our outreach work, it was clear that the general public has an insufficient understanding of genetic engineering and are therefore unable to make truly informed decisions about using genetically engineered medical products. The public outreach events that we organised were successful at engaging individuals and increasing their level of understanding of these issues, although a more sustained approach will be needed to educate all members of the public and healthcare professionals. The Long-term Public Education Plan provides further guidance for how to maintain an open platform for the public and clinicians to express their concerns about using GM probiotics, thus ensuring that public concerns are understood and acted upon throughout the future."
Oxford,Undergraduate,2018,http://2018.igem.org/Team:Oxford,Nominated for Best Entrepreneurship,Education and Public Engagement, 'Meet the Experts' Session at Oxford University Museum of Natural History ,"Consult Experts, Community Event",General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","On 15th September, we hosted a stall at the Museum of Natural History, Oxford for their 'Meet the Experts' exhibition - an scientific outreach event aimed at families."
Oxford,Undergraduate,2018,http://2018.igem.org/Team:Oxford,Nominated for Best Entrepreneurship,Education and Public Engagement, New Scientist Live ,Survey,General Public,"Learn Public Opinion, Education on Synthetic Biology","In September, we teamed up with Imperial iGEM to host an exhibition at New Scientist Live at the ExCel Centre, London. In addition to explaining our individual projects, we made an educational leaflet to improve understanding about synthetic biology, including common laboratory techniques, to distribute to the general public at the event."
Oxford,Undergraduate,2018,http://2018.igem.org/Team:Oxford,Nominated for Best Entrepreneurship,Education and Public Engagement,Social Media ,Social Media,General Public,Promote Awareness of Synthetic Biology,Reaching out to the public domain via social media platforms was an essential part to our project. We concentrated on promoting our team as being approachable and open to collaboration with the public and other research groups.
Pasteur Paris,Overgraduate,2018,http://2018.igem.org/Team:Pasteur_Paris,Nominated for Best Product Design,Integrated Human Practices,Interview with Dr. Benjamin Bouyer ,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"Dr. Benjamin Bouyer’s main concern with our project was how we would be incorporating the biofilm inside the patient. Indeed, our biofilm would be capable of reducing the risk of infection by Staphylococcus aureus but would also be modified to induce the growth of nerves when needed, all this while conducting a signal."
Pasteur Paris,Overgraduate,2018,http://2018.igem.org/Team:Pasteur_Paris,Nominated for Best Product Design,Integrated Human Practices,"Interview with Dr. Eric DENES, Dr. Evelyn Poli and Dr. Christelle Arico ",Consult Experts,Scientific Community,Gain Information for iGEM Project,Dr. Eric Denes is an infectious diseases specialist at the University Hospital of Limoges and is the scientific director of i. Dr. Evelyn Poli is a chemistry research and development engineer and Dr. Christelle Arico is a project manager at i.
Pasteur Paris,Overgraduate,2018,http://2018.igem.org/Team:Pasteur_Paris,Nominated for Best Product Design,Integrated Human Practices,Interview with Dr. Bernard Geffroy,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"We contacted Dr. Bernard Geffroy to learn more about OLED and to see if we could integrate the technology he is currently working on inside the prosthesis. Dr. Bernard Geffroy did go along the sayings of Mr. Jean-Pascal Hons Olivier on our project, mentioning it as being a bit innovative for now on."
Pasteur Paris,Overgraduate,2018,http://2018.igem.org/Team:Pasteur_Paris,Nominated for Best Product Design,Integrated Human Practices,Contact with Cyril Cartron and Marion Liard,"Consult Experts, Community Event",General Public,"Education on Synthetic Biology, Gain Information for iGEM Project","Cyril Cartron and Marion Liard are two members of the Paris City Hall. Cyril Cartron works for the DICOM (Direction of Information and Communication) and deals with all events organized by the City Hall, especially sporting events."
