team_name,page,header,body
Ruia-Mumbai,HUMAN PRACTICES,Ajay Bio-tech ,"
“Is your product versatile? Does autoclaving affects catechu”
            Ajay Bio-tech suggested that instead of a product that degrades only paan stains, industry would want something that is more versatile. They suggested that we incorporate multiple enzymes in our formulation to enhance the versatility. To check the versatility of product first we tried to test it on common laboratory dye safranin. We got a positive degradation result for safranin. We got a positive degradation result for congo red dye,safranin.
For more details refer to our result section.
They also had an interesting question which was whether we autoclave the catechu extract before incorporating it into the media. In practical autoclaving affects the stability of some compounds that may affects the reaction with enzymes and the colour intensity of compound. We thought on this question and checked the stability of catechu before and after autoclave. 
For more details see protocols - Effects of autoclaving on catechu.
"
Ruia-Mumbai,HUMAN PRACTICES,Novozymes,"
""Focus on enzyme andWhy don’t try GRAS?""

Skype meeting with novozymes bestowed us some key suggestions which are totally worth incorporating in our project for it to be a successful product.
Our chassis for expression of paan stain degrading genes is Escherichia coli. E.coli is a LPS (lipopolysaccharide producer) and an intestinal flora. Hence, industries like novozymes do not suggest using it as a chassis for enzyme production. Instead, GRAS (generally recognized as safe) organisms like yeast, Aspergillus niger, Bacillus sp, Trichoderma sp. are used as chassis for industrial production of enzymes.


This is an incredibly valuable suggestion for the future of the project. We were especially delighted because A. niger was one of the isolates we found to be degrading paan stains. However, for the purpose of iGEM we continued to use E. coli as a chassis.



Novozymes also directed us to focus on the right enzyme and ensure that the breakdown products of paan stain do not attract more dirt.

They strongly advised us to purify paan stain degrading enzymes and use it for industrial applications instead of the Genetically modified organism (GMO).
They also suggested that they prefer enzymes in their natural forms i.e without any tags. For the purpose of iGEM we have used enzymes with tags such as histag but in the future we desire to incorporate this suggestion by Novozymes.

They were of the opinion that our product would have a great market in the housekeeping and detergent industry.



 "
Ruia-Mumbai,HUMAN PRACTICES,Social media,"
""Smartly decide the time to start social media challenge""


            To make common people realize and spread awareness about the depth of this social problem we decided to start with a social media challenge. Our main concern here was how to maximize the reach of challenge and reach out to the policy makers. We seeked guidance from Miss Nidhi Kamdar, Officer on Special Duty at Chief Minister of Maharashtra office. We got several tips on extending the reach of our challenge. Some key points include:-

                
"
Ruia-Mumbai,HUMAN PRACTICES,Street Play,"
“A street play should be crowd pulling”



            Street play is a key tool in generating awareness effectively in a shorter span of time. It was a  wholesome experience for our team to step out of the lab and engage with the society through the street play. For a street play to become successful, it is essential to give a power-packed crowd-engaging performance. Under the guidance and direction of veteran actress Mrs. Sushma Rege, we tried to put our best foot forward in exploring this art arena. Rege Ma’am helped us to effectively deliver a regional dialect and how to modulate our voice throughout the play. She also helped us to improve the overall impact of street play making it a success.


 "
Ruia-Mumbai,HUMAN PRACTICES,Statistics:," 
              Microbiology department of Ramnarain Ruia college comprises of in all 4 UG batches which have on an average 40 students per batch performing practicals on 6 week days.
If on an average every student requires 5 glasswares of each type listed below, then the total requirement of each type of glassware is as follows:
40 students *4 batches = 160 students
160 students*5 glasswares of each type* 6 days = 4800 glasswares
Hence, we need a total of 4800 glasswares of each type.



                Let us go through the number of each type of glassware we have for UG students in our department
                 "
Ruia-Mumbai,HUMAN PRACTICES, Our co-ordinates:,"L .Nappo Road,

              Matunga

              Dadar East,Mumbai,

              Maharashtra 400019,

              India
 catechewingcoli@gmail.com"
Ruia-Mumbai,HUMAN PRACTICES,Impact / Gravity of the problem,"
                        Paan is a traditional mouth freshener in Indian subcontinent. It is a part of the cultural heritage of India which is also reflected in existence of assorted varieties of paan which are vended by abundant paan sellers, folklores, Bollywood movies. 


                        

                        

                        Health benefits of consuming paan:-
                        "
Ruia-Mumbai,HUMAN PRACTICES,Current Strategies,
Ruia-Mumbai,HUMAN PRACTICES,Methods of preventions,"
"
Ruia-Mumbai,HUMAN PRACTICES,Cleaning stains,"
"
Ruia-Mumbai,HUMAN PRACTICES,Goals,"
"
Ruia-Mumbai,HUMAN PRACTICES,Social media challenge,"#PaanSePareshaan
                  Social media is a powerful tool to engage primarily with current youth.We decided to use trending social media challenges as our approach to spread awareness about this paan stains menace. We announced our social media challenge #PaanSePareshaan (annoyed of paan stains) to highlight the huge impact of spitting haphazardly, wherein the one who accepts the challenge needs to click a photo pointing at disgusting paan stains and post it as a story/post with location on social media handles like Instagram, Facebook and Twitter and tag iGEM Ruia-Mumbai, add location of the place along with #PaanSePareshaan.
The focus of the challenge was to make people realize the omnipresence of nasty paan stains.


We got a positive response to the challenge from youngsters as well as elder citizens. The challenge was a learning experience for our team as we came to know the range of places where paan spits are found and the mentality of people spitting paan. For instance spitting in dustbins, on railway tracks, in corners, over potted plants, on walls that mentions DO NOT SPIT is considered as a normal practice.   
  
                   The challenge initiated critical discussion and debate among people resulting in an increased realization of the existence of this problem. (screenshot of the post). The #PaanSePareshaan challenge is still ongoing and we are trying to spread it as much as possible to create awareness on a larger scale.
 


                    "
Ruia-Mumbai,HUMAN PRACTICES,Street play and games,"
                       Our another approach to engage with local public and create awareness was a street play. Street play is an effective way of engaging people and educating them about a social problem. In a fast paced city like Mumbai, people seldom take out time for a social cause. Moreover, retaining common public’s attention span is also a task. Ganesh festival is celebrated on a large scale in India, particularly Mumbai. During this period, Lord Ganesha’s idol is worshipped and people come together to celebrate this festival. We interacted with this gathering of people/devotees, conducted fun games relevant to our project and performed the skit in Ganesh pandal of Mulund. We performed a street play focusing on issue of paan stains and highlighted key points like why people should not spit randomly?, How much amount of money is invested in cleaning these stains. Our major focus area was amount of water in liters required to clean paan stains. Moreover to gain attention of crowd, humorous content was included and the skit was conducted in an entertaining way..The skit was performed in the regional Marathi language with an added slice of humour so as to reach a wider audience in an entertaining yet enlightening way.
 "
Ruia-Mumbai,HUMAN PRACTICES,Synbio Outreach,"
                   We had few enriching brainstorming sessions with our juniors and fellow batchmates. Exciting ideas and concepts of synthetic biology were discussed and debated upon. Not only the applicability of the ideas was considered but also its feasibility and implications.The ideas foddered our minds and developed our critical, analytical and creative abilities. Our juniors got themselves familiarized with the emerging and exciting field of synthetic biology.                  
                   

"
SZU-China,Education & Public engagement,Introduction,"
							This year, we developed an application, Biocampany, a software that is installed on the chat software WeChat (a software used by almost everyone in China). Our applet integrates the advantages of WeChat. So, you don’t need to download another app. While using our software, you can also chat with friends, play mini games and so on. It is a new-concept and convenient software that can be used regardless of the system’s mobile phone. Besides, promoting a new application needs lots of work while WeChat is already a systematic and successful software. That’s why we put our application on WeChat platform instead of making an individual application.

						"
SZU-China,Education & Public engagement,For education and public engagement:,"
							It’s a corridor and for the public to contact iGEM and synthetic biology.
						
							For iGEM and synthetic biology education, we uploaded the post about knowledge of synthetic biology and information about iGEM regularly. People can gradually have a comprehensive understanding of iGEM and synthetic biology.

						
							For iGEM teams, iGEM teams can post their projects to our applet. People can subscribe the projects that they are interested in and give the teams suggestions in comment section to improve or modify the projects.

						
							It’s also a tool that make people participate in the iGEM project directly. People can send the sample for the project or iGEM teams can distribute some models to the public and ask them for help. If you are really interested in the project, you can even give the project a little bonus to support them or pay a visit to their lab.
						Meanwhile, we did more education and public engagement work with our application.(click here to see detail)"
SZU-China,Education & Public engagement,Background,"
							Our PI recommended our applet to some teachers and friends. A teacher from Yueliangwan Primary School 
							subscribed our project and called us that because synthetic biology belongs to a new concept with great potential, he wanted to invite us to their primary school to give a popularization about cockroaches and synthetic biology, so that the students can contact with the new concept as soon as possible.

						"
SZU-China,Education & Public engagement,Procedure,"
							We customized 100 boxes according to the number of local residents, and then came to the village of Chenzhou City, Hunan Province with boxes and related supplies.
						
							In the afternoon, we distributed all the boxes to the villagers, and instructed them on how to use and emphasized some things that should be paid attention to when using them. Then we told them that we would have a return visit in two days. They can tell us their feel and suggest some improvements to our box after using.

						"
SZU-China,Education & Public engagement,Feedback:,"
							1. When they tried making our parts of Green Ground together, they did not know how to finish it, which showed that the box we designed was not reasonable enough and did need improvement.

						
							2. When we were giving a popularization about synthetic biology, the primary school students didn’t have a clear understanding, even though we used a comic book. We had a conclusion that we need to not only give a popularization more logically, but also use some examples that close to them to help them associate synthetic biology with their daily lives.

						After this education, we found two problems including our project itself and ways of science popularization. Receiving their feedbacks, we redesigned our model to make it easier to build. In addition, we are considering using a more logical and comprehensive way to give a talk with the examples of our daily lives."
SZU-China,Education & Public engagement,Background:,"
							After we designed our model, we hoped our product can contribute to society, so we uploaded a post about distributing our product with wild spores to someone in need. After several days, we received some information and decided the destination, Hunan. A villager as well as a schoolmate of Shenzhen University from Hunan provided their village for us to test our product and we helped them kill cockroaches with the product.
						"
SZU-China,Education & Public engagement,Feedback,"
							On the third day, during the return visit, the villagers said that the box was very useful, but felt that the box was not very convenient to use, and it was not easy to operate when disassembling the dressing. The advice they gave us was to change the original height of the magnet to a screw-and-twist control, which is easier to operate and more robust. At the same time, they felt that only two ramps restricted the entry of the cymbal and should be changed to a circular shape. The base, so that 360 ° is a ramp, more convenient to enter.

						
							After receiving their suggestions, we designed it again and uploaded it to application for more suggestions.

						"
SZU-China,Education & Public engagement,"
						Conclusion
					","
							With applet, we can do more education and public engagement like Yueliangwan Primary School Education and Public Engagement in Hunan Province. Moreover, we can post more articles about iGEM and synthetic biology from our applet that offers a broader platform for the public to get close to us and join us.
						"
TAS Taipei,Human Practices, ,.
TAS Taipei,Human Practices,"PCR check results for AMC and MEGFP constructs using VF2 and VR primers. The expected size of both PCR products are 1 kb (yellow box). (Cloning & Figure: Jake Y, Catherine C)

",.
TAS Taipei,Human Practices,"Using Lambert_GA’s ElectroPen and following their protocol, we successfully transformed GFP into E. coli Nissle 1917 and E. coli
 K-12 DH5a, verifying that their ElectroPen works!
",.
Tec-Chihuahua,HUMAN PRACTICES,Overview,"""Human Practices is the study of how your work affects the world, and how the world affects your work.""— Peter Carr, Director of Judging"
Tec-Chihuahua,HUMAN PRACTICES,Silver Human Practices,
Tec-Chihuahua,HUMAN PRACTICES,Detailed Description,"first draft of our Giant Jamborees' poster and the other one was an explanation about what is synthetic biology and its applications. We were visited in our posters by the state delegate of the Secretariat of Agriculture, Livestock, Rural Development, Fisheries and Food (For its acronym in Spanish: SAGARPA), Isaac Zepeda Romero, who congratulated us for our work and encouraged us to continue working hard.  Also, we reunited once again with MVZ Ernesto Tanús who introduced us to other more beekeepers, Dr. José Luis Reyes Carrillo was also present.different types of honey and their exportation. We especially thank Delicias' beekeeping society for their hospitality by offering us to stay the night in the hotel Los Cedros at Delicias city where other guests of the forum were also staying.More information about our attendance to  this forum has been addressed in our Education and Public Engagement section."
Tec-Chihuahua,HUMAN PRACTICES,April 28thMeeting with Mr. Guillermo Rodríguez,This was our first direct approach with the beekeeper’s community!
Tec-Chihuahua,HUMAN PRACTICES,Gold Integrated Human Practices, 
Tec-Chihuahua,HUMAN PRACTICES,Legal,This legal plan is made up of the following fractions:
Tec-Chihuahua,PUBLIC ENGAGEMENT,Conclusion,
Tec-Chihuahua,PUBLIC ENGAGEMENT,High School Introductory Topics,"was synthetic biology and how this new emerging tool can be used to help current worldwide issues. As well, we had the chance to answer some questions that emerged in some students related to this new technology."
Tec-Chihuahua,PUBLIC ENGAGEMENT,Meeting with Beekeepers,to one of their beekeeper’s meetings for us to get closer with the community directly related to bees.
Tec-Chihuahua,PUBLIC ENGAGEMENT,IV State’s Beekeeping Forum,"science and that besides reaching our locality,  we wanted to embrace our state.“With synthetic biology, are you going to genetically modify the bees or the larvae?”"
Tec-Chihuahua,PUBLIC ENGAGEMENT,iGEM as LIFE,"enhances our personal capabilities, leadership, and self-realization, considering our physical, emotional and spiritual balance."
Tec-Chihuahua,PUBLIC ENGAGEMENT,MEXMUN,"As well, we attached what we expected from delegates during the event. These points are:In order to grade delegates, we wrote aspects/issues that should be solved during the debate. These aspects are:"
Tec-Chihuahua,PUBLIC ENGAGEMENT,ERA for GMOs,"of iGEM Team Tec-Chihuahua 2015. We explained him the project and what we were planning for our Human Practices.that could be obtained from them, but with this, we were able to contribute to Spanish-speaking people that there is a process behind the release of a biotechnological product to the environment."
Tec-Chihuahua,PUBLIC ENGAGEMENT,UN Biodiversity Conference,"""The rich and almost infinite array of life on this planet also underpins our own survival."""
Tec-Chihuahua,PUBLIC ENGAGEMENT,XXVI International Apicola Update Congress 2019,"introducing synthetic biology to professionals in this field. As well, we want to invite and inspire international beekeeping experts to relate to this newly emerging field."
TecCEM,Human Practices," Development of new drugs for wound healing conference by PhD. Gerardo Leyva Gómez from
                                the faculty of
                                chemistry, UNAM.
                            ","We attended a lecture about the applications of novel polymers in skin regeneration,
                                which was given by Gerardo
                                Leyva Gómez, who has a Ph.D. in chemistry by the UNAM and with experience in the field
                                of therapeutics. We
                                discussed several doubts regarding our project’s scaffold and obtained valuable
                                information for the development
                                of it. It made us realize about key factors such as pore size, applications of
                                nano-encapsulation for skin
                                regeneration and experimental techniques for characterization of the scaffold, among
                                others.
                                This conference helped us to completely create a notion about the necessary parameters
                                for the design of our
                                scaffold.
                            "
TecCEM,Human Practices,LEI Course.,"We had the opportunity to have a course of the appropriate techniques for cell culture
                                and ISO
                                9001 norms. The
                                course was imparted by the biotechnology engineer Manuel Jaime Rodriguez from the
                                Specialized
                                Immunologic
                                Laboratories. We obtained valuable information the first day of ISO 9001 norm that
                                helped us to
                                have a good
                                register of our reactants and equipment using a binnacle. The next day we were taught
                                the
                                aseptic technique and
                                how to take care of the cell lines. This course helped us to have a strict order and
                                program to
                                archive our
                                aims and to know exactly how can we do cell line essays, without risk of contamination.
                            "
TecCEM,Human Practices,Ph.D. Fernando Osobampo and Ph.D. Pablo Rodríguez Ferreyra,"The objective of our project is to aid people that have suffered from burn injuries and
                                during
                                the process,
                                doctors have helped us with the understanding of the medicine involved. That's why we
                                visited
                                the physician
                                Ph.D. Fernando Osobampo, a plastic and reconstructive surgeon who treats burned people
                                in the
                                Traumatology and
                                Orthopedics Hospital and also Ph.D. Pablo Rodriguez Ferreyra, which is in charge of
                                Burnings
                                Unit of General
                                Hospital of Toluca. We presented them our project and got some feedback with the
                                purpose of
                                improving it. Being
                                plastic surgeons have given them an up-close approach. They know about the pain that
                                patients
                                experience during
                                his healing process. With this in mind, they gave us some advice on the best
                                application
                                method, focusing on
                                the growth factor concentration to induce the correct proliferation and the way of
                                administration.
                                They informed us about the main problems in patients besides the pain. One is that the
                                treatment is very
                                expensive due that recovery requires a lot of care, time and materials, this situation
                                often
                                gets worse and way
                                more expensive because of the lack of knowledge of the nurses attending the patients
                                properly.
                                Also, both
                                doctors shared with us the statistics of the cost of treatment and duration.
                                Additionally, they
                                suggested
                                focussing in just one kind of injury, in order to have better results.
                                Finally, Ph.D. Osabampo & Ph.D. Pablo Rodríguez gave us his approval and congratulated
                                us
                                because of the impact
                                this project could have on the life of the patients.
                                Thanks to the meetings, we decided to focus on second-degree burns, reduce the leptin
                                concentration and the way
                                of administration to be topical."
TecCEM,Human Practices,iGEM Meet-Up Latin America,"This activity can be seen on the collaborations page. This event helped each assistant
                                team to
                                obtain feedback
                                from experts to improve our projects. In our case, it made us define exactly the type
                                of burn
                                we wanted to
                                treat and to reject some bad approaches we thought could solve the problem. "
TecCEM,Human Practices,Rino-Q.,"On July, 5th, and 6th, we had the opportunity to visit Rino-Q, which stands for
                                “Integral Rescue
                                of the Burnt
                                Child” in Spanish. It is a foundation in charge of the overall rehabilitation of kids
                                and
                                adults who have
                                suffered burns. We had to book a hotel since we come from the State of Mexico and
                                traveled to
                                San Luis Potosi.
                                We arrived and got a brief tour of the facilities. After that, we had a meaningful
                                conversation
                                with the
                                director of the foundation, Gerardo Manuel García Lozano and his wife, Beatriz Eugenia
                                Hernández Contreras.
                                They explained to us the complications of treating with burned people as well as the
                                costs it
                                implied. One of
                                the most important aspects to consider when addressing the problem is the amount of
                                time
                                patients remain
                                hospitalized due to their burns. This represents one of the main opportunities for our
                                project.
                                The next day we taught a group of kids who were part of the foundation about synthetic
                                biology
                                and prepared
                                some activities to reinforce what they learned through games and interactive dynamics.
                                In the
                                end, we
                                approached the parents and families of the kids so that they could talk about their
                                experiences
                                and
                                testimonies. After the visit, we realized that, in addition to the statistics and
                                technical
                                information
                                regarding burned people and their treatment, we have a moral commitment with the kids
                                and
                                society in general
                                because we have the possibility and therefore the duty to help.The Rino-Q App is not currently available on the Google Play Store but you can download a zip
                                    containing the app's apk."
TecCEM,"Public
                        Engagement",Rino-Q.,"On July, 5th, and 6th, we had the opportunity to visit Rino-Q, which stands for
                        “Integral Rescue
                        of the Burnt
                        Child” in Spanish. It is a foundation in charge of the overall rehabilitation of kids
                        and
                        adults who have
                        suffered burns. We had to book a hotel since we come from the State of Mexico and
                        traveled to
                        San Luis Potosi.
                        We arrived and got a brief tour of the facilities. After that, we had a meaningful
                        conversation
                        with the
                        director of the foundation, Gerardo Manuel García Lozano and his wife, Beatriz Eugenia
                        Hernández Contreras.
                        They explained to us the complications of treating with burned people as well as the
                        costs it
                        implied. One of
                        the most important aspects to consider when addressing the problem is the amount of
                        time
                        patients remain
                        hospitalized due to their burns. This represents one of the main opportunities for our
                        project.
                        The next day we taught a group of kids who were part of the foundation about synthetic
                        biology
                        and prepared
                        some activities to reinforce what they learned through games and interactive dynamics.
                        In the
                        end, we
                        approached the parents and families of the kids so that they could talk about their
                        experiences
                        and
                        testimonies. After the visit, we realized that, in addition to the statistics and
                        technical
                        information
                        regarding burned people and their treatment, we have a moral commitment with the kids
                        and
                        society in general
                        because we have the possibility and therefore the duty to help."
TecCEM,"Public
                        Engagement",UNIVERSUM," Day one: Mexico has a deficit in science, the government only invests 1% of the GDP in this
                        sector, but the
                        public has a keen interest for new technologies and the improvement of synthetic biology and
                        this was an
                        excellent opportunity for us to inspire the desire to learn and move towards action.

                        On Saturday, July 21st we made a visit to the science museum “Universum” with the interest of
                        approaching kids
                        and the general public in order to teach them about the basics of synthetic biology with a
                        little workshop that
                        included fun activities and dynamics where everyone could participate. Most of the kids whose
                        interest was
                        peaked by our workshop. We welcomed with a brief explanation of molecular biology. The kids
                        really showed
                        enthusiasm and proceeded to do the activities we prepared for them. While the kids were playing
                        and learning
                        with the activities, we took a quick survey with the parents or relatives asking some questions
                        regarding their
                        take on burns, prevention, and treatment. The activities made in our workshop the first day
                        consisted of
                        teaching the kids about plasmids and bacterias with a brief introduction of how they work
                        without making it too
                        difficult for them. For the next day the activities that took place consisted in more didactic
                        exercises to
                        learn about biology and the structure of major skin cells."
TecCEM,"Public
                        Engagement", Sebiotec 2018 ,"The community of bioengineering students of SEBIOTEC carried out an event where representatives
                        of all
                        Tecnológico de Monterrey campuses attended. The main purpose of this event was to discuss
                        topics of interest.
                        Furthermore, these undergraduates wanted to improve an accurate communication between all the
                        bioengineering
                        students. TecCEM team took presence at this event showcasing the main goals of iGEM, as well as
                        the primary
                        objectives of the competition. A brief outline of the project showed our aim and aspirations
                        for the project
                        also we offered a work plan design indicating our ambitions for it. Furthermore, the value of
                        hosting the Latin
                        American Meet Up with all the other teams was highlighted. Contact information was provided to
                        better the
                        communication between the scientific mexican community that form part of the Monterrey
                        Institute of Technology
                        and Higher Education student body: Tec-Chihuahua, Tec-Monterrey y TecMonterrey_GDL; we also
                        explained to
                        non-iGEMers how the competition worked and how to kickstart their teams so they can join next
                        year. "
TecCEM,"Public
                        Engagement", Freshmen iGEM introduction ,"We had a conference with 1st semester students of Biotechnology Engineering of our school,
                        Tecnológico de
                        Monterrey Campus Estado de México. Our goal was to explain them what is iGEM, so they would be
                        even more
                        interested in synthetic biology and that in some future decide to join this great iGEM
                        community. We gave them
                        the whole panorama of what is required to participate in the competition. Another thing we
                        achieved by
                        explaining the basis of our project ""Tec Tissue"" was to raise awareness about the problem we
                        are facing through
                        and with this they would be more interested in these lines of research. At the end of the
                        conference the
                        students were really interested IN participating in the next iGEM competitions and to learn
                        more about our
                        project.
                    "
TecCEM,"Public
                        Engagement","Innovation week ""Entrepreneur challenge""","The Monterrey Institute of Technology and Higher Education promotes innovation among its
                        students by challenging
                        them to solve different issues from the real world. With this purpose, first semester students
                        have to raise
                        funds in one week and donate them to finance the development of projects born within the same
                        institution. From
                        September 24th to 28th we had the opportunity to present our project not only with students of
                        the biological
                        sector but all the careers offered in the Campus. However, we were not the only team
                        participating for the
                        donations, Tec Tissue was competing with several other projects for the funds and the
                        recognition of the
                        institution to participate in the most important event of The Monterrey Institute of Technology
                        and Higher
                        Education, the IncMonterrey, (Innovate-Network-Create), we're teams from all Monterrey
                        Institute compete in one
                        week to be the most innovative entrepreneur project of the year, were the first price is 1
                        million pesos to
                        build up an entrepreneur. And we have the amazing surprise to be one of the project with most
                        support and to be
                        selected to go to this event in November. "
TecCEM,"Public
                        Engagement","Interview for ""CONECTA""","The Monterrey Institute of Technology and Higher Education publishes each month the best news
                        and updates on its
                        official website regarding the outstanding stories of academic achievements of students. For
                        the May edition,
                        we were interviewed by Mariana Perales, the communication specialist of the institution. She
                        wrote a note based
                        on the interview, in which both parts addressed several aspects of the competition and the
                        performance of the
                        team throughout the development of the project. Since we represent the only Mexican University
                        that
                        participates in the competition, the note was embraced with pride by the community and the
                        lectors of the site.
                        Thanks to this interview, we were able to share and spread our project with more than the
                        14,000 followers of
                        the Facebook page. The following note can be find in the next link:
                        TecTissue
                            CONECTA
"
TecCEM,"Public
                        Engagement",Sol of Mexico Newsletter publication,"The Sol of Mexico is one of the most popular newspaper in the country since 1965 and haves
                        millions of lectors
                        each year. And we have the amazing pleasure that they wanted to make a note about TecTissue,
                        where we were
                        interviewed by Alejandro Suarez, one of the principal journalist of the paper, in order to
                        explain how our
                        project could be the future in treatment in burns and how is going to compete in the
                        international competition
                        iGEM. The notice can be read in the following link:
                        
                            Interview Sol de Mexico
                        
"
Tsinghua-A,Public Engagement," ""How to Diagnose Allergen with Yeasts?"" Theme Exposition ","
                    In the exposition, we designed a brief speech in order of ""Approaching Cells"", ""Principles of Allergen"", ""An Overview of Synthesis Biology"" and ""Allergen Testing Master"" to guide kids from basically observing cells to understanding the procedure of allergen and our program's intention and designs. In order to make the exposition more entertaining, we also made an interactive illustration with pictures and videos extracted from prevalent Japanese animation ""Working Cells"".
                    "
Tsinghua-A,Public Engagement," ""Real Cells"" Microscope Observation Experience ","
                    Kids involved in this section used microscopes under team members' instructions, viewed the making of mounts and observed structure of plant cell, animal cell and fungi.
                    "
Tsinghua-A,Public Engagement," ""Bacteria DIY"" Colored Card ","
                    Being aware of basic knowledge of bacteria, kids were encouraged to tint blank bacteria patterns given to them according to their personal understanding and imagination. They were also asked to write down how they wished the bacteria they ""created"" was able to do. We wish that some of them could really realize those magic abilities via bacteria in the future.
                    "
Tsinghua-A,Public Engagement, DNA Modeling ,"
                    After a short superficial lecture about DNA, kids handcrafted DNA helix 3D-model with colored cardboard under team's instructions. While having great fun, kids simultaneously twigged little about fundamental biological facts concerning DNA such as ""A is slicked with T while C is with G"", ""What does a helix structure look like"" and so on.
                    "
Tsinghua-A,Public Engagement," ""Glowing Bacteria"" Fluorescent Painting ","
                    This section gained the most population all through the entire exhibition. Cooperated with Molecular Biology Laboratory of Tsinghua University, we used IPTG-induced fluorescent bacteria looked red, yellow and green as painting materials. Given a brief introduction of how fluorescent bacteria glows, kids painted lovely pictures with colorful bacteria under rigorous professional protections. Not only children, teenagers, even college students also participated in the painting, showing great interest in synthesis biology.
                    
                    ""I didn't know that E. coli can not only make me ill, but also be modified into cool biological sensors and used to create beautiful paintings! Amazing!"" said a kid involved.
                    "
TU-Eindhoven,Human Practices,Integrated Human Practices,"From the beginning, the Human Practices took a central role in shaping our project. When we started our brainstorm sessions in March, we had no clue which topic we wanted to explore. Yet, we wanted it to be relevant to society. During these first months, we got the opportunity to interact with experts and the public to discuss our ideas. These encounters were of great help in our topic selection. During a visit to the Dutch Institute for Public Health and the Environment (RIVM) and the Rathenau Instituut (Dutch organization for technology assessment), we realized that the lack of a safe platform for working with GMOs outside of controlled environments is a problem on itself that deserves a solution. We were excited to tackle this issue with Gelcatraz, but also wanted to work towards a more concrete application. In the time that followed, we consulted several experts and interacted with the public to get feedback on our proposals. Once we had settled on the wound healing application, we interacted with more stakeholders and experts to shape the design of the wound healing patch. We also performed a stakeholder-value analysis  and an ethical analysis  of our design, and we considered safety during all stages of the project for safe-by-design. We realize that our project would not have been the same without the Human Practices.In the following section, we share the insights we gained from interactions with stakeholders and experts during the three main stages of the project: finding a project, finding an application and shaping the design. Here you can explore our journey of integrated human practices."
TU-Eindhoven,Human Practices,I. Finding a project,"Thanks to the TU/e Contest and various brainstorm sessions, we had settled on the living material project. Although we decided to focus on the adhesin system, we wanted to demonstrate the potential of our platform by applying it to a social problem. To find the ‘perfect’ application, we consulted various experts, interacted with the public and attended a biotech conference. We also reflected on the ethical consequences of our potential applications before settling on wound infections."
TU-Eindhoven,Human Practices,February & March ,"Initially, we considered a wide range of topics, from glucose sensors to
                        solar energy, and from ocean clean-ups to artificial organs. The number
                        of options seemed unlimited, and our search was scattered. As a source of
                        inspiration, we consulted newspaper articles, checked the wiki pages of
                        previous iGEM teams and talked to several professors at our university.
                        When going through the wiki pages of previous teams, we realized that
                        many of them  struggled with the use of their creations outside of the
                        laboratory. We also came across an article by Liu et al. (2017), who
                        attempted to design a ‘living material’ by means of several layers used
                        to entrap bacteria. Inspired by this cool work, we decided we wanted to
                        do something similar in order to facilitate the easy use of GMOs.
                        However, instead of using several layers for entrapment, we wanted to
                        equip our bacteria with their own anchor. After several brainstorm
                        meetings, we settled on this challenging subject as the goal of our
                        2018 iGEM project!
                    "
TU-Eindhoven,Human Practices,April & May - TU/e contest,"Right after we decided to anchor bacteria to a hydrogel, we decided to register for the TU/e Contest . This is an annual ideation contest organized by our university, in which students are encouraged to develop their innovative ideas into start-ups. The contest was intended for students who already had a clear idea that they wanted to bring to the market. Unfortunately, our project was still quite vague (‘adhering bacteria to a hydrogel’). Nevertheless, our participation was still useful. We got to meet companies, participate in workshops and pitch our project to the public. Along the way, we received quite some feedback from the participating companies."
